Chain_density,L_c,L_p,MW,Rg,Sigma,bad_fit,chi_sq,run_number,sigma,xmax
2.9840543677716576,1.981966583445545e-07,2.9994638991968447e-09,67567.04261746179,6.484142307566196,14.833426542240884,True,3.517894170568742e-21,data\polyBrush.000,0.1123017533941764,182.90679162808453
3.4411801350424414,2.635710333650964e-07,1.0000163584413757e-10,89853.76137446471,7.693666353471443,15.703691521624506,True,6.580289993951335e-21,data\polyBrush.001,0.08444718664561532,197.9966019353817
3.442088210627175,2.6371015656718243e-07,3.27248971430577e-10,89901.1897388122,7.696102708900765,15.705348977444839,False,8.394331468839159e-21,data\polyBrush.002,0.08440263560076279,236.58853410054246
4.094649990704799,3.731783443847666e-07,3.9053650452385237e-10,127219.89013117045,9.478608837119015,16.834704840614954,False,1.3202193479288942e-20,data\polyBrush.003,0.059643954650302526,349.587211390618
3.3495641085119465,2.4972352324551976e-07,1.0003295473711024e-10,85133.01928824537,7.448527288198363,15.535102046864075,True,1.5474891177731893e-20,data\polyBrush.004,0.08912989837596057,313.52639694994707
